0.53504407	3.01960778
0.53918922	2.29411769
0.53918922	1.94117641
0.54334259	2.33333325
0.54732388	3.33333325
0.55145270	4.27450991
0.55145270	3.70588231
0.55550772	2.92156863
0.55972660	2.68627453
0.56383896	2.68627453
0.56383896	3.15686274
0.56786126	2.90196085
0.57194084	2.92156863
0.57597953	3.45098042
0.57597953	4.11764717
0.58004278	4.58823538
0.58429438	4.52941179
0.58429438	3.72549009
0.58823472	2.86274505
0.59247822	2.70588231
0.59658241	3.25490189
0.59658241	4.11764717
0.60058010	4.98039198
0.60471708	4.60784292
0.60883760	3.09803915
0.60883760	2.58823538
0.61296642	2.58823538
0.61688221	2.92156863
0.62109286	2.68627453
0.62109286	2.50980401
0.62520522	2.92156863
0.62935859	3.64705873
0.62935859	4.37254906
0.63330716	4.50980377
0.63744408	4.09803915
0.64155650	4.03921556
0.64155650	4.29411745
0.64570165	4.39215708
0.64982224	4.03921556
0.65391821	3.27450991
0.65391821	0.78431374
0.65789950	0.58823532
0.66207743	1.47058821
0.66622257	4.23529434
0.67035139	4.35294104
0.67432445	4.35294104
0.67432445	4.45098019
0.67846143	3.96078420
0.68260658	2.62745094
0.68672717	1.82352936
0.68672717	0.80392158
0.69070029	0.01960784
0.69481266	0.29411766
0.69888407	0.86274511
0.69888407	1.78431368
0.70308661	3.54901958
0.70703512	3.56862736
0.71136868	3.45098042
0.71530086	2.50980401
0.71942145	2.62745094
0.71942145	3.52941179
0.72351742	2.58823538
0.72759706	1.56862748
0.73169303	0.01960784
0.73169303	0.01960784
0.73583823	2.09803915
0.73995876	3.70588231
0.74391550	4.47058821
0.74391550	4.47058821
0.74808526	2.43137264
0.75214028	0.88235295
0.75632638	0.19607843
0.76025856	1.80392158
0.76442009	2.76470590
0.76442009	1.45098042
0.76857346	1.90196073
0.77262026	3.15686274
0.77680641	3.60784316
0.77680641	3.74509811
0.78081226	2.64705873
0.78495747	1.82352936
0.78908622	1.84313726
0.78908622	2.47058821
0.79320681	2.94117641
0.79737651	1.72549021
0.80135781	2.60784316
0.80546200	2.64705873
0.80958259	1.60784316
0.80958259	1.45098042
0.81358850	1.35294116
0.81767631	0.01960784
0.82173133	0.25490198
0.82173133	3.66666675
0.82591742	4.94117641
0.83001345	2.64705873
0.83405209	0.54901963
0.83405209	1.00000000
0.83827919	2.45098042
0.84223592	3.92156863
0.84649575	4.17647076
0.85045248	2.90196085
0.85455668	2.25490189
0.85455668	3.07843137
0.85870999	2.19607854
0.86286336	0.01960784
0.86695117	0.01960784
0.86695117	1.76470590
0.87094069	2.54901958
0.87509400	0.01960784
0.87917364	0.39215687
0.87917364	0.58823532
0.88325328	2.88235283
0.88746393	2.56862736
0.89144522	0.11764706
0.89553308	0.01960784
0.89971095	0.76470590
0.89971095	4.98039198
0.90367591	4.92156839
0.90782923	2.68627453
0.91199076	0.01960784
0.91199076	0.15686275
0.91610318	0.01960784
0.92022377	0.01960784
0.92437708	4.98039198
0.92437708	4.90196085
0.92835838	2.37254906
0.93246257	3.50980401
0.93658316	0.01960784
0.94067919	3.15686274
0.94475877	4.98039198
0.94475877	4.90196085
0.94883019	3.29411769
0.95300812	4.98039198
0.95712054	4.90196085
0.95712054	2.03921580
0.96110183	0.58823532
0.96531254	0.01960784
0.96927744	0.05882353
0.96927744	4.17647076
0.97338980	4.98039198
0.97756773	3.52941179
0.97756773	4.15686274
0.98155725	4.98039198
0.98571879	2.13725495
0.98978204	0.05882353
0.98978204	4.64705896
0.99379611	4.98039198
0.99794942	0.86274511
1.00207818	0.01960784
1.00207818	3.50980401
1.00621521	4.98039198
1.01023746	4.88235283
1.01431704	2.88235283
1.01431704	2.54901958
1.01843762	4.98039198
1.02249265	4.86274529
1.02249265	0.01960784
1.02672791	0.33333334
1.03068471	4.98039198
1.03483796	4.98039198
1.03483796	4.98039198
1.03895855	4.52941179
1.04309559	3.72549009
1.04723251	4.21568632
1.04723251	4.80392170
1.05132031	3.56862736
1.05538356	0.72549021
1.05943859	1.64705884
1.05943859	0.88235295
1.06357551	0.50980395
1.06767976	4.43137264
1.06767976	4.98039198
1.07162833	4.98039198
1.07583082	4.09803915
1.07993495	2.47058821
1.07993495	2.80392146
1.08385897	3.23529410
1.08806968	4.03921556
1.09229672	4.13725471
1.09229672	4.78431368
1.09631073	4.98039198
1.10047233	4.58823538
1.10447824	3.78431368
1.10447824	3.60784316
1.10858238	2.70588231
1.11271942	3.49019599
1.11271942	4.41176462
1.11684811	4.76470566
1.12083769	4.54901981
1.12487626	4.64705896
1.12487626	4.98039198
1.12905419	4.19607830
1.13310921	3.78431368
1.13731992	4.70588255
1.13731992	4.98039198
1.14128482	4.94117641
1.14541364	4.15686274
1.14956701	3.94117641
1.15365481	4.29411745
1.15783274	4.98039198
1.15783274	4.98039198
1.16185498	4.94117641
1.16596735	4.66666651
1.17009616	3.66666675
1.17009616	3.05882359
1.17408562	3.00000000
1.17833734	3.19607854
1.18234313	3.84313726
1.18234313	4.62745094
1.18646371	4.52941179
1.19051874	4.41176462
1.19449186	4.23529434
1.19865346	4.17647076
1.20283139	4.07843161
1.20283139	3.47058821
1.20694375	2.84313726
1.21099877	2.94117641
1.21507835	3.05882359
1.21507835	2.19607854
1.21923172	1.78431368
1.22334409	2.78431368
1.22743189	3.21568632
1.22743189	3.09803915
1.23144603	2.86274505
1.23553383	2.66666675
1.23969531	2.35294127
1.24377501	1.92156863
1.24783826	1.62745094
1.24783826	1.84313726
1.25193417	1.60784316
1.25598919	1.01960790
1.26015079	0.78431374
1.26015079	0.88235295
1.26432872	1.29411769
1.26832640	1.13725495
1.27243054	0.01960784
1.27243054	0.35294119
1.27655113	1.84313726
1.28068817	2.68627453
1.28470218	2.62745094
1.28883922	2.33333325
1.29295158	2.07843137
1.29295158	1.62745094
1.29712129	0.78431374
1.30107796	0.78431374
1.30525589	1.41176474
1.30525589	2.09803915
1.30932736	2.25490189
1.31340694	2.09803915
1.31758487	1.98039210
1.31758487	1.92156863
1.32154977	2.31372547
1.32571959	2.72549009
1.32979918	2.01960778
1.33387876	1.47058821
1.33799112	1.29411769
1.33799112	1.41176474
1.34203804	1.80392158
1.34621596	2.31372547
1.35034466	2.64705873
1.35034466	2.86274505
1.35433424	2.47058821
1.35844660	1.92156863
1.36257541	2.03921580
1.36257541	2.31372547
1.36672056	2.54901958
1.37084925	2.98039222
1.37483060	3.68627453
1.37893474	4.01960802
1.38298166	3.76470590
1.38298166	2.21568632
1.38713503	1.70588231
1.39128017	2.41176462
1.39530241	3.05882359
1.39530241	3.66666675
1.39939022	4.05882359
1.40347803	4.17647076
1.40771329	3.72549009
1.40771329	3.15686274
1.41171920	3.13725495
1.41584790	3.43137264
1.41996038	4.13725471
1.42408907	4.11764717
1.42807043	3.58823538
1.42807043	2.82352948
1.43236303	2.52941179
1.43633616	2.84313726
1.44044852	3.41176462
1.44044852	3.86274505
1.44435608	3.96078420
1.44856679	3.78431368
1.45263815	3.49019599
1.45263815	3.23529410
1.45673418	3.07843137
1.46098590	2.92156863
1.46098590	2.84313726
1.46494257	3.11764717
1.46904683	3.11764717
1.47319198	3.09803915
1.47319198	2.96078420
1.47730434	2.66666675
1.48134303	2.49019599
1.48543894	2.41176462
1.48543894	2.41176462
1.48956776	2.50980401
1.49364734	2.56862736
1.49780071	2.70588231
1.49780071	2.74509811
1.50176561	2.72549009
1.50588620	2.60784316
1.50588620	2.21568632
1.51007235	2.23529410
1.51415193	2.23529410
1.51834619	1.78431368
1.51834619	1.68627453
1.52227843	1.64705884
1.52635801	1.50980389
1.53054416	1.43137252
1.53054416	1.35294116
1.53456640	1.62745094
1.53871977	1.78431368
1.54279935	1.60784316
1.54279935	1.29411769
1.54709196	1.13725495
1.55101597	1.21568632
1.55101597	1.09803927
1.55502188	1.15686274
1.55927348	1.29411769
1.56332028	1.35294116
1.56332028	1.43137252
1.56737530	1.21568632
1.57138944	0.92156863
1.57551003	1.19607842
1.57551003	1.23529410
1.57965517	0.94117647
1.58379209	0.62745100
1.58789635	0.52941179
1.58789635	0.56862748
1.59206605	1.29411769
1.59602273	1.64705884
1.59602273	1.70588231
1.60011876	1.21568632
1.60426390	0.47058824
1.60826159	0.90196079
1.60826159	1.21568632
1.61243951	0.60784316
1.61651921	0.11764706
1.62069714	0.21568628
1.62069714	0.68627453
1.62469482	1.27450979
1.62883997	1.88235295
1.63294411	2.03921580
1.63294411	1.68627453
1.63704014	1.29411769
1.64112794	1.17647064
1.64112794	1.90196073
1.64534676	1.90196073
1.64927077	0.58823532
